Description,InvoiceMonth,TotalPrice,Year,Month,prev_month_sales,rolling_3m_avg,sales_delta,is_holiday_month
RIBBON REEL HEARTS DESIGN,2011-02-01,138.6,2011,2,642.6,297.25,-158.65,0
RIBBON REEL HEARTS DESIGN,2011-03-01,212.85,2011,3,138.6,331.35,-118.50000000000003,0
RIBBON REEL HEARTS DESIGN,2011-04-01,133.65,2011,4,212.85,161.70000000000002,-28.05000000000001,1
RIBBON REEL HEARTS DESIGN,2011-05-01,107.25,2011,5,133.65,151.25,-44.0,1
RIBBON REEL HEARTS DESIGN,2011-06-01,184.8,2011,6,107.25,141.9,42.900000000000006,0
RIBBON REEL HEARTS DESIGN,2011-07-01,201.3,2011,7,184.8,164.45000000000002,36.849999999999994,0
RIBBON REEL HEARTS DESIGN,2011-08-01,135.3,2011,8,201.3,173.80000000000004,-38.50000000000003,0
RIBBON REEL HEARTS DESIGN,2011-09-01,133.65,2011,9,135.3,156.75,-23.099999999999994,0
RIBBON REEL HEARTS DESIGN,2011-10-01,496.61,2011,10,133.65,255.1866666666667,241.42333333333332,0
RIBBON REEL HEARTS DESIGN,2011-11-01,249.09,2011,11,496.61,293.1166666666667,-44.02666666666667,0
RIBBON REEL HEARTS DESIGN,2011-12-01,120.39,2011,12,249.09,288.69666666666666,-168.30666666666667,1
RIBBON REEL LACE DESIGN,2010-01-01,260.4,2010,1,520.2,390.3,-129.90000000000003,1
RIBBON REEL LACE DESIGN,2010-02-01,180.6,2010,2,260.4,320.40000000000003,-139.80000000000004,0
RIBBON REEL LACE DESIGN,2010-03-01,415.8,2010,3,180.6,285.59999999999997,130.20000000000005,0
RIBBON REEL LACE DESIGN,2010-04-01,189.0,2010,4,415.8,261.8,-72.80000000000001,1
RIBBON REEL LACE DESIGN,2010-05-01,549.6,2010,5,189.0,384.8,164.8,1
RIBBON REEL LACE DESIGN,2010-06-01,1037.0,2010,6,549.6,591.8666666666667,445.1333333333333,0
RIBBON REEL LACE DESIGN,2010-07-01,147.0,2010,7,1037.0,577.8666666666667,-430.8666666666667,0
RIBBON REEL LACE DESIGN,2010-08-01,147.0,2010,8,147.0,443.6666666666667,-296.6666666666667,0
RIBBON REEL LACE DESIGN,2010-09-01,357.0,2010,9,147.0,217.0,140.0,0
RIBBON REEL LACE DESIGN,2010-10-01,639.9,2010,10,357.0,381.3,258.59999999999997,0
RIBBON REEL LACE DESIGN,2010-11-01,747.0,2010,11,639.9,581.3000000000001,165.69999999999993,0
RIBBON REEL LACE DESIGN,2010-12-01,138.6,2010,12,747.0,508.5,-369.9,1
RIBBON REEL LACE DESIGN,2011-01-01,398.4,2011,1,138.6,428.0,-29.600000000000023,1
RIBBON REEL LACE DESIGN,2011-02-01,417.3,2011,2,398.4,318.09999999999997,99.20000000000005,0
RIBBON REEL LACE DESIGN,2011-03-01,220.5,2011,3,417.3,345.40000000000003,-124.90000000000003,0
RIBBON REEL LACE DESIGN,2011-04-01,23.1,2011,4,220.5,220.29999999999998,-197.2,1
RIBBON REEL LACE DESIGN,2011-05-01,6.3,2011,5,23.1,83.3,-77.0,1
RIBBON REEL LACE DESIGN,2011-08-01,438.3,2011,8,6.3,155.9,282.4,0
RIBBON REEL LACE DESIGN,2011-09-01,294.0,2011,9,438.3,246.20000000000002,47.79999999999998,0
RIBBON REEL LACE DESIGN,2011-10-01,237.3,2011,10,294.0,323.2,-85.89999999999998,0
RIBBON REEL LACE DESIGN,2011-11-01,413.1,2011,11,237.3,314.8,98.30000000000001,0
RIBBON REEL LACE DESIGN,2011-12-01,84.0,2011,12,413.1,244.80000000000004,-160.80000000000004,1
RIBBON REEL SNOWY VILLAGE,2010-10-01,1180.5,2010,10,889.2,1034.85,145.6500000000001,0
RIBBON REEL SNOWY VILLAGE,2010-11-01,1177.2,2010,11,1180.5,1082.3,94.90000000000009,0
RIBBON REEL SNOWY VILLAGE,2010-12-01,539.55,2010,12,1177.2,965.75,-426.20000000000005,1
RIBBON REEL SNOWY VILLAGE,2011-03-01,18.15,2011,3,539.55,578.3000000000001,-560.1500000000001,0
RIBBON REEL SNOWY VILLAGE,2011-07-01,67.65,2011,7,18.15,208.44999999999996,-140.79999999999995,0
RIBBON REEL SNOWY VILLAGE,2011-08-01,231.75,2011,8,67.65,105.85000000000001,125.89999999999999,0
RIBBON REEL SNOWY VILLAGE,2011-09-01,1006.13,2011,9,231.75,435.1766666666667,570.9533333333334,0
RIBBON REEL SNOWY VILLAGE,2011-10-01,821.69,2011,10,1006.13,686.5233333333334,135.16666666666663,0
RIBBON REEL SNOWY VILLAGE,2011-11-01,613.71,2011,11,821.69,813.8433333333334,-200.13333333333333,0
RIBBON REEL SNOWY VILLAGE,2011-12-01,145.2,2011,12,613.71,526.8666666666667,-381.6666666666667,1
RIBBON REEL STRIPES DESIGN,2010-01-01,239.25,2010,1,781.2,510.225,-270.975,1
RIBBON REEL STRIPES DESIGN,2010-02-01,374.55,2010,2,239.25,465.0,-90.44999999999999,0
RIBBON REEL STRIPES DESIGN,2010-03-01,451.75,2010,3,374.55,355.18333333333334,96.56666666666666,0
RIBBON REEL STRIPES DESIGN,2010-04-01,280.5,2010,4,451.75,368.93333333333334,-88.43333333333334,1
RIBBON REEL STRIPES DESIGN,2010-05-01,632.7,2010,5,280.5,454.98333333333335,177.7166666666667,1
RIBBON REEL STRIPES DESIGN,2010-06-01,446.25,2010,6,632.7,453.15000000000003,-6.900000000000034,0
RIBBON REEL STRIPES DESIGN,2010-07-01,160.05,2010,7,446.25,413.0,-252.95,0
RIBBON REEL STRIPES DESIGN,2010-08-01,367.95,2010,8,160.05,324.75,43.19999999999999,0
RIBBON REEL STRIPES DESIGN,2010-09-01,1045.95,2010,9,367.95,524.65,521.3000000000001,0
RIBBON REEL STRIPES DESIGN,2010-10-01,1285.2,2010,10,1045.95,899.7000000000002,385.4999999999999,0
RIBBON REEL STRIPES DESIGN,2010-11-01,1054.35,2010,11,1285.2,1128.5,-74.15000000000009,0
RIBBON REEL STRIPES DESIGN,2010-12-01,683.1,2010,12,1054.35,1007.5500000000001,-324.45000000000005,1
RIBBON REEL STRIPES DESIGN,2011-01-01,198.0,2011,1,683.1,645.15,-447.15,1
RIBBON REEL STRIPES DESIGN,2011-02-01,235.95,2011,2,198.0,372.34999999999997,-136.39999999999998,0
RIBBON REEL STRIPES DESIGN,2011-03-01,174.9,2011,3,235.95,202.95000000000002,-28.05000000000001,0
RIBBON REEL STRIPES DESIGN,2011-04-01,216.15,2011,4,174.9,209.0,7.150000000000006,1
RIBBON REEL STRIPES DESIGN,2011-05-01,381.9,2011,5,216.15,257.65000000000003,124.24999999999994,1
RIBBON REEL STRIPES DESIGN,2011-06-01,306.9,2011,6,381.9,301.65,5.25,0
RIBBON REEL STRIPES DESIGN,2011-07-01,209.55,2011,7,306.9,299.45,-89.89999999999998,0
RIBBON REEL STRIPES DESIGN,2011-08-01,278.85,2011,8,209.55,265.1,13.75,0
RIBBON REEL STRIPES DESIGN,2011-09-01,494.1,2011,9,278.85,327.5,166.60000000000002,0
RIBBON REEL STRIPES DESIGN,2011-10-01,415.76,2011,10,494.1,396.2366666666667,19.523333333333312,0
RIBBON REEL STRIPES DESIGN,2011-11-01,663.16,2011,11,415.76,524.34,138.81999999999994,0
RIBBON REEL STRIPES DESIGN,2011-12-01,186.41,2011,12,663.16,421.7766666666667,-235.3666666666667,1
ROCKING HORSE RED CHRISTMAS,2010-08-01,144.5,2010,8,37.4,90.95,53.55,0
ROCKING HORSE RED CHRISTMAS,2010-09-01,396.37,2010,9,144.5,192.75666666666666,203.61333333333334,0
ROCKING HORSE RED CHRISTMAS,2010-10-01,1119.95,2010,10,396.37,553.6066666666667,566.3433333333334,0
ROCKING HORSE RED CHRISTMAS,2010-11-01,834.39,2010,11,1119.95,783.57,50.819999999999936,0
ROCKING HORSE RED CHRISTMAS,2010-12-01,444.51,2010,12,834.39,799.6166666666668,-355.1066666666668,1
ROCKING HORSE RED CHRISTMAS,2011-01-01,20.4,2011,1,444.51,433.1000000000001,-412.7000000000001,1
ROCKING HORSE RED CHRISTMAS,2011-06-01,5.95,2011,6,20.4,156.95333333333332,-151.00333333333333,0
ROCKING HORSE RED CHRISTMAS,2011-07-01,72.25,2011,7,5.95,32.86666666666667,39.38333333333333,0
ROCKING HORSE RED CHRISTMAS,2011-08-01,88.67,2011,8,72.25,55.623333333333335,33.04666666666667,0
ROCKING HORSE RED CHRISTMAS,2011-09-01,206.55,2011,9,88.67,122.49000000000001,84.06,0
ROCKING HORSE RED CHRISTMAS,2011-10-01,416.77,2011,10,206.55,237.33,179.43999999999997,0
ROCKING HORSE RED CHRISTMAS,2011-11-01,601.22,2011,11,416.77,408.18,193.04000000000002,0
ROCKING HORSE RED CHRISTMAS,2011-12-01,138.55,2011,12,601.22,385.5133333333333,-246.9633333333333,1
ROSE CARAVAN DOORSTOP,2010-01-01,148.5,2010,1,317.25,232.875,-84.375,1
ROSE CARAVAN DOORSTOP,2010-02-01,379.4,2010,2,148.5,281.71666666666664,97.68333333333334,0
ROSE CARAVAN DOORSTOP,2010-03-01,365.2,2010,3,379.4,297.7,67.5,0
ROSE CARAVAN DOORSTOP,2010-04-01,290.25,2010,4,365.2,344.95,-54.69999999999999,1
ROSE CARAVAN DOORSTOP,2010-05-01,283.5,2010,5,290.25,312.98333333333335,-29.48333333333335,1
ROSE CARAVAN DOORSTOP,2010-06-01,602.85,2010,6,283.5,392.2,210.65000000000003,0
ROSE CARAVAN DOORSTOP,2010-07-01,270.0,2010,7,602.85,385.45,-115.44999999999999,0
ROSE CARAVAN DOORSTOP,2010-08-01,230.2,2010,8,270.0,367.68333333333334,-137.48333333333335,0
ROSE CARAVAN DOORSTOP,2010-09-01,630.9,2010,9,230.2,377.0333333333333,253.86666666666667,0
ROSE CARAVAN DOORSTOP,2010-10-01,317.25,2010,10,630.9,392.7833333333333,-75.5333333333333,0
ROSE CARAVAN DOORSTOP,2010-11-01,357.75,2010,11,317.25,435.3,-77.55000000000001,0
ROSE CARAVAN DOORSTOP,2010-12-01,141.75,2010,12,357.75,272.25,-130.5,1
ROSE CARAVAN DOORSTOP,2011-01-01,114.75,2011,1,141.75,204.75,-90.0,1
ROSE CARAVAN DOORSTOP,2011-02-01,162.7,2011,2,114.75,139.73333333333332,22.96666666666667,0
ROSE CARAVAN DOORSTOP,2011-03-01,108.0,2011,3,162.7,128.48333333333332,-20.48333333333332,0
ROSE CARAVAN DOORSTOP,2011-04-01,67.5,2011,4,108.0,112.73333333333333,-45.233333333333334,1
ROSE CARAVAN DOORSTOP,2011-05-01,121.5,2011,5,67.5,99.0,22.5,1
ROSE CARAVAN DOORSTOP,2011-06-01,263.95,2011,6,121.5,150.98333333333332,112.96666666666667,0
ROSE CARAVAN DOORSTOP,2011-07-01,81.0,2011,7,263.95,155.48333333333332,-74.48333333333332,0
ROSE CARAVAN DOORSTOP,2011-08-01,135.0,2011,8,81.0,159.98333333333332,-24.98333333333332,0
ROSE CARAVAN DOORSTOP,2011-09-01,81.0,2011,9,135.0,99.0,-18.0,0
ROSE CARAVAN DOORSTOP,2011-10-01,858.7,2011,10,81.0,358.23333333333335,500.4666666666667,0
ROSE CARAVAN DOORSTOP,2011-11-01,183.51,2011,11,858.7,374.40333333333336,-190.89333333333337,0
ROSE CARAVAN DOORSTOP,2011-12-01,308.1,2011,12,183.51,450.1033333333333,-142.00333333333327,1
ROSE COTTAGE KEEPSAKE BOX,2010-11-01,2804.4,2010,11,79.6,1442.0,1362.4,0
ROSE COTTAGE KEEPSAKE BOX,2010-12-01,1495.9,2010,12,2804.4,1459.9666666666665,35.93333333333362,1
ROSE COTTAGE KEEPSAKE BOX,2011-01-01,1466.1,2011,1,1495.9,1922.1333333333332,-456.0333333333333,1
ROSE COTTAGE KEEPSAKE BOX,2011-02-01,900.55,2011,2,1466.1,1287.5166666666667,-386.9666666666667,0
ROSE COTTAGE KEEPSAKE BOX,2011-03-01,950.3,2011,3,900.55,1105.6499999999999,-155.3499999999999,0
ROSE COTTAGE KEEPSAKE BOX,2011-04-01,267.0,2011,4,950.3,705.9499999999999,-438.94999999999993,1
ROSE COTTAGE KEEPSAKE BOX,2011-05-01,1357.45,2011,5,267.0,858.25,499.20000000000005,1
ROSE COTTAGE KEEPSAKE BOX,2011-06-01,69.65,2011,6,1357.45,564.7,-495.05000000000007,0
ROSE COTTAGE KEEPSAKE BOX,2011-07-01,139.3,2011,7,69.65,522.1333333333333,-382.8333333333333,0
ROSE COTTAGE KEEPSAKE BOX,2011-08-01,59.7,2011,8,139.3,89.55000000000001,-29.85000000000001,0
ROSE COTTAGE KEEPSAKE BOX,2011-09-01,59.7,2011,9,59.7,86.23333333333333,-26.53333333333333,0
ROSE COTTAGE KEEPSAKE BOX,2011-10-01,87.9,2011,10,59.7,69.10000000000001,18.799999999999997,0
ROSE COTTAGE KEEPSAKE BOX,2011-11-01,204.0,2011,11,87.9,117.2,86.8,0
ROSES REGENCY TEACUP AND SAUCER,2010-09-01,2269.75,2010,9,1340.25,1805.0,464.75,0
ROSES REGENCY TEACUP AND SAUCER,2010-10-01,1904.45,2010,10,2269.75,1838.1499999999999,66.30000000000018,0
ROSES REGENCY TEACUP AND SAUCER,2010-11-01,2164.35,2010,11,1904.45,2112.85,51.5,0
ROSES REGENCY TEACUP AND SAUCER,2010-12-01,1639.3,2010,12,2164.35,1902.7,-263.4000000000001,1
ROSES REGENCY TEACUP AND SAUCER,2011-01-01,1259.15,2011,1,1639.3,1687.5999999999997,-428.4499999999996,1
ROSES REGENCY TEACUP AND SAUCER,2011-02-01,1706.05,2011,2,1259.15,1534.8333333333333,171.2166666666667,0
ROSES REGENCY TEACUP AND SAUCER,2011-03-01,2021.8,2011,3,1706.05,1662.3333333333333,359.4666666666667,0
ROSES REGENCY TEACUP AND SAUCER,2011-04-01,1547.9,2011,4,2021.8,1758.5833333333333,-210.68333333333317,1
ROSES REGENCY TEACUP AND SAUCER,2011-05-01,2139.15,2011,5,1547.9,1902.95,236.20000000000005,1
ROSES REGENCY TEACUP AND SAUCER,2011-06-01,3708.55,2011,6,2139.15,2465.2000000000003,1243.35,0
ROSES REGENCY TEACUP AND SAUCER,2011-07-01,2913.5,2011,7,3708.55,2920.4,-6.900000000000091,0
ROSES REGENCY TEACUP AND SAUCER,2011-08-01,1508.8,2011,8,2913.5,2710.2833333333333,-1201.4833333333333,0
ROSES REGENCY TEACUP AND SAUCER,2011-09-01,2534.17,2011,9,1508.8,2318.8233333333333,215.3466666666668,0
ROSES REGENCY TEACUP AND SAUCER,2011-10-01,2265.91,2011,10,2534.17,2102.96,162.94999999999982,0
ROSES REGENCY TEACUP AND SAUCER,2011-11-01,1472.59,2011,11,2265.91,2090.89,-618.3,0
ROSES REGENCY TEACUP AND SAUCER,2011-12-01,700.33,2011,12,1472.59,1479.61,-779.2799999999999,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-03-01,10.2,2010,3,3967.05,1988.625,-1978.425,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-04-01,15.3,2010,4,10.2,1330.8500000000001,-1315.5500000000002,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-07-01,153.0,2010,7,15.3,59.5,93.5,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-08-01,408.0,2010,8,153.0,192.1,215.9,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-09-01,4922.4,2010,9,408.0,1827.8,3094.5999999999995,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-10-01,8303.4,2010,10,4922.4,4544.599999999999,3758.8,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-11-01,20569.5,2010,11,8303.4,11265.1,9304.4,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2010-12-01,5615.7,2010,12,20569.5,11496.199999999999,-5880.499999999999,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-01-01,15.3,2011,1,5615.7,8733.5,-8718.2,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-04-01,2.55,2011,4,15.3,1877.8500000000001,-1875.3000000000002,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-05-01,153.0,2011,5,2.55,56.949999999999996,96.05000000000001,1
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-06-01,10.2,2011,6,153.0,55.25,-45.05,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-07-01,272.4,2011,7,10.2,145.2,127.19999999999999,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-08-01,288.15,2011,8,272.4,190.25,97.89999999999998,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-09-01,1693.39,2011,9,288.15,751.3133333333334,942.0766666666667,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-10-01,4327.3,2011,10,1693.39,2102.9466666666667,2224.3533333333335,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-11-01,5287.2,2011,11,4327.3,3769.2966666666666,1517.9033333333332,0
ROTATING SILVER ANGELS T-LIGHT HLDR,2011-12-01,1765.13,2011,12,5287.2,3793.2100000000005,-2028.0800000000004,1
ROUND CAKE TIN VINTAGE GREEN,2010-11-01,977.7,2010,11,635.85,806.7750000000001,170.92499999999995,0
ROUND CAKE TIN VINTAGE GREEN,2010-12-01,174.9,2010,12,977.7,596.1500000000001,-421.2500000000001,1
ROUND CAKE TIN VINTAGE GREEN,2011-01-01,413.3,2011,1,174.9,521.9666666666667,-108.66666666666669,1
ROUND CAKE TIN VINTAGE GREEN,2011-02-01,568.2,2011,2,413.3,385.4666666666667,182.73333333333335,0
ROUND CAKE TIN VINTAGE GREEN,2011-03-01,504.6,2011,3,568.2,495.3666666666666,9.233333333333405,0
ROUND CAKE TIN VINTAGE GREEN,2011-04-01,401.4,2011,4,504.6,491.4000000000001,-90.00000000000011,1
ROUND CAKE TIN VINTAGE GREEN,2011-05-01,222.6,2011,5,401.4,376.2,-153.6,1
ROUND CAKE TIN VINTAGE GREEN,2011-06-01,238.5,2011,6,222.6,287.5,-49.0,0
ROUND CAKE TIN VINTAGE GREEN,2011-07-01,71.55,2011,7,238.5,177.54999999999998,-105.99999999999999,0
ROUND CAKE TIN VINTAGE GREEN,2011-08-01,337.8,2011,8,71.55,215.95000000000002,121.85,0
ROUND CAKE TIN VINTAGE GREEN,2011-09-01,497.85,2011,9,337.8,302.40000000000003,195.45,0
ROUND CAKE TIN VINTAGE GREEN,2011-10-01,218.44,2011,10,497.85,351.3633333333334,-132.9233333333334,0
ROUND CAKE TIN VINTAGE GREEN,2011-11-01,294.04,2011,11,218.44,336.77666666666664,-42.73666666666662,0
ROUND CAKE TIN VINTAGE GREEN,2011-12-01,23.85,2011,12,294.04,178.77666666666667,-154.92666666666668,1
ROUND CAKE TIN VINTAGE RED,2010-11-01,1351.2,2010,11,1307.4,1329.3000000000002,21.899999999999864,0
ROUND CAKE TIN VINTAGE RED,2010-12-01,528.6,2010,12,1351.2,1062.4,-533.8000000000001,1
ROUND CAKE TIN VINTAGE RED,2011-01-01,1431.95,2011,1,528.6,1103.9166666666667,328.0333333333333,1
ROUND CAKE TIN VINTAGE RED,2011-02-01,544.35,2011,2,1431.95,834.9666666666667,-290.6166666666667,0
ROUND CAKE TIN VINTAGE RED,2011-03-01,691.35,2011,3,544.35,889.2166666666667,-197.86666666666667,0
ROUND CAKE TIN VINTAGE RED,2011-04-01,329.85,2011,4,691.35,521.85,-192.0,1
ROUND CAKE TIN VINTAGE RED,2011-05-01,262.35,2011,5,329.85,427.8500000000001,-165.50000000000006,1
ROUND CAKE TIN VINTAGE RED,2011-06-01,284.1,2011,6,262.35,292.1,-8.0,0
ROUND CAKE TIN VINTAGE RED,2011-07-01,556.2,2011,7,284.1,367.55,188.65000000000003,0
ROUND CAKE TIN VINTAGE RED,2011-08-01,337.8,2011,8,556.2,392.70000000000005,-54.900000000000034,0
ROUND CAKE TIN VINTAGE RED,2011-09-01,736.2,2011,9,337.8,543.4,192.80000000000007,0
ROUND CAKE TIN VINTAGE RED,2011-10-01,389.55,2011,10,736.2,487.84999999999997,-98.29999999999995,0
ROUND CAKE TIN VINTAGE RED,2011-11-01,595.88,2011,11,389.55,573.8766666666667,22.00333333333333,0
ROUND CAKE TIN VINTAGE RED,2011-12-01,71.55,2011,12,595.88,352.32666666666665,-280.77666666666664,1
ROUND CONTAINER SET OF 5 RETROSPOT,2010-02-01,621.9,2010,2,751.2,686.55,-64.64999999999998,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-03-01,375.15,2010,3,621.9,582.75,-207.60000000000002,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-04-01,624.6,2010,4,375.15,540.5500000000001,84.04999999999995,1
ROUND CONTAINER SET OF 5 RETROSPOT,2010-05-01,376.95,2010,5,624.6,458.90000000000003,-81.95000000000005,1
ROUND CONTAINER SET OF 5 RETROSPOT,2010-06-01,406.8,2010,6,376.95,469.45,-62.64999999999998,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-07-01,341.65,2010,7,406.8,375.1333333333334,-33.483333333333405,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-08-01,709.65,2010,8,341.65,486.0333333333333,223.61666666666667,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-09-01,525.6,2010,9,709.65,525.6333333333333,-0.03333333333330302,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-10-01,155.1,2010,10,525.6,463.45,-308.35,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-11-01,352.05,2010,11,155.1,344.25,7.800000000000011,0
ROUND CONTAINER SET OF 5 RETROSPOT,2010-12-01,4.95,2010,12,352.05,170.70000000000002,-165.75000000000003,1
ROUND CONTAINER SET OF 5 RETROSPOT,2011-01-01,163.65,2011,1,4.95,173.54999999999998,-9.899999999999977,1
ROUND CONTAINER SET OF 5 RETROSPOT,2011-02-01,438.75,2011,2,163.65,202.45000000000002,236.29999999999998,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-03-01,413.1,2011,3,438.75,338.5,74.60000000000002,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-04-01,69.3,2011,4,413.1,307.05,-237.75,1
ROUND CONTAINER SET OF 5 RETROSPOT,2011-05-01,315.75,2011,5,69.3,266.05,49.69999999999999,1
ROUND CONTAINER SET OF 5 RETROSPOT,2011-06-01,46.2,2011,6,315.75,143.75,-97.55,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-07-01,99.0,2011,7,46.2,153.65,-54.650000000000006,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-08-01,138.6,2011,8,99.0,94.59999999999998,44.000000000000014,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-09-01,298.95,2011,9,138.6,178.85,120.1,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-10-01,61.05,2011,10,298.95,166.2,-105.14999999999999,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-11-01,128.7,2011,11,61.05,162.9,-34.20000000000002,0
ROUND CONTAINER SET OF 5 RETROSPOT,2011-12-01,6.6,2011,12,128.7,65.45,-58.85,1
ROUND SNACK BOXES SET OF 4 FRUITS,2010-02-01,1989.5,2010,2,940.95,1465.225,524.2750000000001,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-03-01,812.7,2010,3,1989.5,1247.7166666666665,-435.0166666666664,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-04-01,1458.65,2010,4,812.7,1420.2833333333335,38.36666666666656,1
ROUND SNACK BOXES SET OF 4 FRUITS,2010-05-01,1650.15,2010,5,1458.65,1307.1666666666667,342.98333333333335,1
ROUND SNACK BOXES SET OF 4 FRUITS,2010-06-01,1321.5,2010,6,1650.15,1476.7666666666667,-155.26666666666665,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-07-01,1281.0,2010,7,1321.5,1417.55,-136.54999999999995,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-08-01,2786.6,2010,8,1281.0,1796.3666666666668,990.2333333333331,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-09-01,462.95,2010,9,2786.6,1510.1833333333334,-1047.2333333333333,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-10-01,1261.25,2010,10,462.95,1503.5999999999997,-242.34999999999968,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-11-01,2200.3,2010,11,1261.25,1308.1666666666667,892.1333333333334,0
ROUND SNACK BOXES SET OF 4 FRUITS,2010-12-01,8966.3,2010,12,2200.3,4142.616666666666,4823.683333333333,1
ROUND SNACK BOXES SET OF 4 FRUITS,2011-01-01,1191.2,2011,1,8966.3,4119.266666666666,-2928.0666666666666,1
ROUND SNACK BOXES SET OF 4 FRUITS,2011-02-01,762.5,2011,2,1191.2,3640.0,-2877.5,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-03-01,1580.35,2011,3,762.5,1178.0166666666667,402.33333333333326,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-04-01,643.05,2011,4,1580.35,995.2999999999998,-352.2499999999999,1
ROUND SNACK BOXES SET OF 4 FRUITS,2011-05-01,1499.95,2011,5,643.05,1241.1166666666666,258.8333333333335,1
ROUND SNACK BOXES SET OF 4 FRUITS,2011-06-01,1557.45,2011,6,1499.95,1233.4833333333333,323.9666666666667,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-07-01,666.7,2011,7,1557.45,1241.3666666666668,-574.6666666666667,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-08-01,1036.85,2011,8,666.7,1087.0,-50.15000000000009,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-09-01,1150.69,2011,9,1036.85,951.4133333333333,199.27666666666676,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-10-01,1025.05,2011,10,1150.69,1070.8633333333335,-45.8133333333335,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-11-01,1443.9,2011,11,1025.05,1206.5466666666666,237.35333333333347,0
ROUND SNACK BOXES SET OF 4 FRUITS,2011-12-01,277.3,2011,12,1443.9,915.4166666666666,-638.1166666666666,1
ROUND SNACK BOXES SET OF 4 SKULLS,2010-02-01,497.05,2010,2,171.1,334.075,162.97500000000002,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-03-01,987.75,2010,3,497.05,551.9666666666667,435.7833333333333,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-04-01,404.15,2010,4,987.75,629.65,-225.5,1
ROUND SNACK BOXES SET OF 4 SKULLS,2010-05-01,654.85,2010,5,404.15,682.25,-27.399999999999977,1
ROUND SNACK BOXES SET OF 4 SKULLS,2010-06-01,386.45,2010,6,654.85,481.81666666666666,-95.36666666666667,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-07-01,436.6,2010,7,386.45,492.6333333333334,-56.03333333333336,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-08-01,575.2,2010,8,436.6,466.0833333333333,109.11666666666673,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-09-01,218.3,2010,9,575.2,410.03333333333336,-191.73333333333335,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-10-01,402.65,2010,10,218.3,398.7166666666667,3.9333333333332803,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-11-01,386.45,2010,11,402.65,335.8,50.64999999999998,0
ROUND SNACK BOXES SET OF 4 SKULLS,2010-12-01,165.2,2010,12,386.45,318.09999999999997,-152.89999999999998,1
ROUND SNACK BOXES SET OF 4 SKULLS,2011-01-01,79.65,2011,1,165.2,210.4333333333333,-130.7833333333333,1
ROUND SNACK BOXES SET OF 4 SKULLS,2011-02-01,35.4,2011,2,79.65,93.41666666666667,-58.01666666666667,0
